0.997738  0.044911  
0.955293  0.054052  
0.953384  0.055830  
0.953384  0.055830  
0.953384  0.055830  
0.883763  0.093268  
0.883763  0.093268  
0.846053  0.111817  
0.838255  0.116281  
0.824225  0.126472  
0.808209  0.135611  
0.794118  0.143723  
0.794118  0.142874  
0.759256  0.162901  
0.746216  0.169229  
0.746216  0.169229  
0.726078  0.183081  
0.694001  0.188645  
0.689879  0.190415  
0.685378  0.206212  
0.650518  0.214883  
0.650518  0.215562  
0.635291  0.225744  
0.635291  0.225744  
0.632954  0.242559  
0.632954  0.242559  
0.583045  0.259515  
0.583045  0.260287  
0.568211  0.269636  
0.568211  0.270183  
0.551490  0.280111  
0.551490  0.282335  
0.525871  0.296744  
0.516348  0.305058  
0.512634  0.308780  
0.512634  0.308780  
0.499478  0.331303  
0.486225  0.342356  
0.482146  0.345536  
0.454910  0.348233  
0.448245  0.352011  
0.448245  0.352011  
0.437896  0.369005  
0.421680  0.372475  
0.421680  0.373759  
0.409955  0.387371  
0.404175  0.394472  
0.396103  0.398495  
0.384622  0.411490  
0.375124  0.415700  
0.367948  0.421868  
0.361783  0.426911  
0.346942  0.433711  
0.343636  0.442524  
0.334739  0.450453  
0.321679  0.461944  
0.321679  0.461944  
0.310363  0.472419  
0.298265  0.474452  
0.297606  0.475256  
0.289397  0.491741  
0.283354  0.498111  
0.269805  0.510635  
0.269805  0.510640  
0.254467  0.526129  
0.253087  0.527318  
0.240899  0.539778  
0.235833  0.545113  
0.228151  0.553204  
0.219213  0.554405  
0.217508  0.564975  
0.208402  0.574810  
0.203804  0.579973  
0.194333  0.590805  
0.187802  0.598406  
0.175661  0.604321  
0.170971  0.618703  
0.166854  0.624371  
0.146598  0.640972  
0.146598  0.640972  
0.142862  0.645840  
0.137651  0.661992  
0.127939  0.666412  
0.119344  0.678646  
0.114135  0.686793  
0.103056  0.703615  
0.102200  0.714620  
0.094173  0.722617  
0.088363  0.757184  
0.073933  0.763751  
0.072400  0.765970  
0.060747  0.779129  
0.055963  0.799255  
0.051265  0.799605  
0.043146  0.851512  
0.028075  0.859446  
0.026774  0.893058  
0.014401  0.917915  
0.005303  0.966551  
