1.625049  6.587064  0.000076  
57.646327  0.000392  0.000338  
57.646327  0.000392  0.000338  
57.646327  0.000392  0.000338  
57.646327  0.000392  0.000338  
57.646327  0.000392  0.000338  
57.646327  0.000392  0.000338  
57.646327  0.000392  0.000338  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
54.216958  0.000368  0.000844  
0.000020  7.683284  0.000004  
0.517949  0.518245  0.024174  
0.762662  0.377639  0.032276  
0.930629  0.199479  0.049130  
0.916971  0.213070  0.049144  
0.938533  0.187212  0.051318  
0.892023  0.117482  0.057960  
0.890908  0.118596  0.057960  
0.899844  0.103237  0.064391  
0.909384  0.095802  0.062285  
0.896694  0.094466  0.076313  
0.911445  0.070169  0.081668  
0.907259  0.069846  0.086175  
0.901003  0.067775  0.098485  
0.901003  0.067775  0.098485  
0.903600  0.029863  0.125204  
0.903600  0.029863  0.125204  
0.850332  0.037334  0.171153  
0.825168  0.039919  0.193735  
0.769657  0.037233  0.251933  
0.691183  0.023018  0.344527  
0.528375  0.017462  0.512816  
0.000000  0.000001  2.524754  
0.000020  7.683284  0.000004  
0.358030  0.755664  0.025704  
0.514080  0.515818  0.028371  
0.580779  0.414693  0.062848  
0.637513  0.348511  0.081447  
0.736115  0.249887  0.081469  
0.745270  0.240898  0.081303  
0.769063  0.216788  0.081620  
0.765687  0.184314  0.117462  
0.778059  0.172281  0.117119  
0.807814  0.158159  0.097307  
0.824945  0.144880  0.097760  
0.759828  0.133444  0.174348  
0.800398  0.086190  0.180874  
0.781116  0.082290  0.204056  
0.750580  0.057510  0.250571  
0.716845  0.054925  0.284687  
0.691139  0.023017  0.344505  
0.658793  0.029291  0.370582  
0.509671  0.036167  0.512816  
0.319431  0.020604  0.718629  
0.000000  0.000001  2.524628  
0.000020  7.683284  0.000004  
0.286839  0.852754  0.032696  
0.398008  0.597163  0.063330  
0.493938  0.500782  0.063501  
0.539510  0.421175  0.097499  
0.613936  0.357407  0.096123  
0.651218  0.271580  0.135364  
0.651218  0.271580  0.135364  
0.663752  0.248727  0.154245  
0.656602  0.222954  0.179265  
0.673320  0.194380  0.199145  
0.666184  0.181304  0.211523  
0.644658  0.165281  0.248989  
0.651417  0.149459  0.266583  
0.624697  0.108440  0.325525  
0.605459  0.089912  0.363540  
0.566536  0.087381  0.404888  
