0.999999  0.00567398  
0.996985  0.012755  
0.995073  0.0162365  
0.989429  0.0267311  
0.987885  0.0307398  
0.983928  0.0390651  
0.977912  0.0498397  
0.973817  0.058546  
0.970454  0.0650352  
0.965768  0.073911  
0.961662  0.0818573  
0.957318  0.0898287  
0.953  0.0984238  
0.948572  0.10693  
0.944117  0.114677  
0.9401  0.122852  
0.935289  0.131134  
0.930661  0.140157  
0.925628  0.149284  
0.922906  0.154483  
0.916822  0.167425  
0.91278  0.173327  
0.906806  0.184499  
0.901584  0.193664  
0.896778  0.2023  
0.891486  0.211758  
0.885942  0.221847  
0.880741  0.230733  
0.875014  0.240397  
0.870184  0.249404  
0.86418  0.25979  
0.858387  0.269094  
0.85331  0.279186  
0.846687  0.28918  
0.840904  0.298743  
0.835525  0.307935  
0.829031  0.319179  
0.822836  0.32866  
0.817165  0.335702  
0.810184  0.349787  
0.80376  0.360253  
0.797208  0.370434  
0.789953  0.381224  
0.783279  0.392269  
0.777115  0.402067  
0.769899  0.412729  
0.762278  0.422211  
0.756013  0.433947  
0.748345  0.443218  
0.741273  0.45373  
0.733122  0.467997  
0.72611  0.477871  
0.719626  0.487214  
0.709775  0.49976  
0.702211  0.511869  
0.694127  0.52322  
0.686974  0.533982  
0.678834  0.542624  
0.66951  0.555645  
0.66164  0.567474  
0.65216  0.578514  
0.644453  0.589904  
0.635586  0.600873  
0.627537  0.612277  
0.618325  0.622813  
0.609354  0.634539  
0.59991  0.646545  
0.591383  0.65607  
0.582006  0.667043  
0.571925  0.675737  
0.562659  0.68601  
0.553741  0.697957  
0.544155  0.709179  
0.534307  0.717545  
0.525076  0.729095  
0.513342  0.738714  
0.505681  0.748875  
0.495187  0.757723  
0.486209  0.77048  
0.47642  0.779676  
0.465996  0.786948  
0.455987  0.794324  
0.446242  0.804328  
0.436149  0.813337  
0.426315  0.822236  
0.416149  0.830723  
0.406512  0.838752  
0.396541  0.846627  
0.386113  0.855026  
0.376965  0.862064  
0.366871  0.869311  
0.357432  0.879507  
0.347609  0.88302  
0.336254  0.890142  
0.32754  0.897073  
0.318073  0.902528  
0.308917  0.908437  
0.299408  0.915842  
0.289185  0.919955  
0.28078  0.92473  
