0.706281  0.707937  1.53565e-06  
1  1.06691e-06  1.57338e-06  
1  1.06691e-06  1.57338e-06  
1  1.06691e-06  1.57338e-06  
1  1.06691e-06  1.57338e-06  
1  1.06691e-06  1.57338e-06  
1  2.19986e-06  1.57338e-06  
1  2.19986e-06  1.57338e-06  
1  2.19986e-06  1.57338e-06  
1  2.19986e-06  1.57338e-06  
1  2.19986e-06  1.57338e-06  
1  2.19986e-06  1.57338e-06  
1  2.19986e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  1.44796e-06  1.57338e-06  
1  2.39729e-07  1.57338e-06  
0.706813  7.58684e-07  0.707414  
6.98306e-06  1  3.28058e-06  
0.706732  0.70671  0.0333295  
0.894232  0.446448  0.0323417  
0.948316  0.315718  0.0320976  
0.968914  0.242119  0.0534336  
0.980296  0.190933  0.0517451  
0.984805  0.163806  0.0584241  
0.988324  0.140929  0.0636018  
0.989833  0.123566  0.0705801  
0.992261  0.0995489  0.0743195  
0.991743  0.098787  0.081961  
0.992282  0.0885085  0.086963  
0.991818  0.0825274  0.0975241  
0.991133  0.0744181  0.110121  
0.990253  0.0645754  0.123449  
0.988039  0.0644342  0.140183  
0.984601  0.0608976  0.163894  
0.979277  0.057576  0.194225  
0.969367  0.0532182  0.239799  
0.948768  0.00786025  0.315885  
0.894332  0.0144868  0.447175  
0.706968  0.00892078  0.707193  
2.83029e-07  5.34336e-08  1  
6.98306e-06  1  3.24056e-06  
0.446375  0.894268  0.0324956  
0.705512  0.705509  0.0673445  
0.829311  0.552716  0.0821973  
0.889935  0.444107  0.104033  
0.923668  0.366877  0.111128  
0.941346  0.313434  0.125485  
0.953456  0.269526  0.135441  
0.959662  0.239856  0.146798  
